"id","name","bbe","gb_rate","air_rate","fb_rate","ld_rate","pu_rate","pull_rate","straight_rate","oppo_rate","pull_gb_rate","straight_gb_rate","oppo_gb_rate","pull_air_rate","straight_air_rate","oppo_air_rate"
664056,"Bader, Harrison",102,0.5294117647058824,0.47058823529411764,0.21568627450980393,0.19607843137254902,0.058823529411764705,0.5098039215686274,0.3137254901960784,0.17647058823529413,0.28431372549019607,0.18627450980392157,0.058823529411764705,0.22549019607843135,0.12745098039215685,0.11764705882352942
680777,"Jeffers, Ryan",114,0.37719298245614036,0.6228070175438596,0.2982456140350877,0.2543859649122807,0.07017543859649122,0.3508771929824561,0.35964912280701755,0.2894736842105263,0.17543859649122806,0.16666666666666666,0.03508771929824561,0.17543859649122806,0.1929824561403509,0.2543859649122807
650489,"Castro, Willi",86,0.37209302325581395,0.627906976744186,0.26744186046511625,0.2558139534883721,0.10465116279069768,0.3953488372093023,0.3372093023255814,0.26744186046511625,0.16279069767441862,0.13953488372093023,0.06976744186046512,0.2325581395348837,0.19767441860465115,0.19767441860465113
543877,"Vázquez, Christian",67,0.3880597014925373,0.6119402985074627,0.22388059701492538,0.3283582089552239,0.05970149253731343,0.373134328358209,0.373134328358209,0.2537313432835821,0.1791044776119403,0.11940298507462686,0.08955223880597014,0.1940298507462687,0.2537313432835821,0.16417910447761197
681508,"Gasper, Mickey",25,0.48,0.52,0.28,0.16,0.08,0.28,0.36,0.36,0.2,0.16,0.12,0.08000000000000002,0.19999999999999998,0.24
677950,"Thomas, Alek",102,0.5784313725490197,0.42156862745098045,0.17647058823529413,0.21568627450980393,0.029411764705882353,0.38235294117647056,0.43137254901960786,0.18627450980392157,0.28431372549019607,0.2549019607843137,0.0392156862745098,0.0980392156862745,0.17647058823529416,0.14705882352941177
645444,"Herrera, Jose",40,0.275,0.725,0.4,0.225,0.1,0.25,0.425,0.325,0.075,0.15,0.05,0.175,0.275,0.275
672515,"Moreno, Gabriel",118,0.4830508474576271,0.516949152542373,0.2627118644067797,0.22033898305084745,0.03389830508474576,0.3220338983050847,0.3474576271186441,0.3305084745762712,0.2457627118644068,0.15254237288135594,0.0847457627118644,0.07627118644067793,0.19491525423728814,0.2457627118644068
553993,"Suárez, Eugenio",146,0.2876712328767123,0.7123287671232876,0.3835616438356164,0.2328767123287671,0.0958904109589041,0.4383561643835616,0.3835616438356164,0.1780821917808219,0.17123287671232876,0.1095890410958904,0.00684931506849315,0.26712328767123283,0.273972602739726,0.17123287671232876
666971,"Gurriel Jr., Lourdes",177,0.3785310734463277,0.6214689265536724,0.2768361581920904,0.24293785310734464,0.1016949152542373,0.4011299435028249,0.3220338983050847,0.2768361581920904,0.1977401129943503,0.1016949152542373,0.07909604519774012,0.2033898305084746,0.22033898305084743,0.1977401129943503
682998,"Carroll, Corbin",163,0.3987730061349693,0.6012269938650306,0.3496932515337423,0.17177914110429449,0.07975460122699386,0.4110429447852761,0.39263803680981596,0.19631901840490798,0.1901840490797546,0.18404907975460122,0.024539877300613498,0.22085889570552147,0.20858895705521474,0.17177914110429449
664983,"McCarthy, Jake",36,0.5,0.5,0.3055555555555556,0.1111111111111111,0.08333333333333333,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.25,0.25,0,0.1388888888888889,0.1388888888888889,0.2222222222222222
672695,"Perdomo, Geraldo",173,0.4277456647398844,0.5722543352601156,0.24855491329479767,0.26011560693641617,0.06358381502890173,0.3872832369942196,0.34104046242774566,0.27167630057803466,0.21965317919075145,0.15606936416184972,0.05202312138728324,0.16763005780346818,0.18497109826589594,0.21965317919075142
647304,"Naylor, Josh",180,0.4888888888888889,0.5111111111111111,0.22777777777777777,0.2388888888888889,0.044444444444444446,0.4166666666666667,0.37222222222222223,0.2111111111111111,0.22777777777777777,0.2,0.06111111111111111,0.1888888888888889,0.17222222222222222,0.15
606466,"Marte, Ketel",90,0.5,0.5,0.23333333333333334,0.17777777777777778,0.08888888888888889,0.5111111111111111,0.36666666666666664,0.12222222222222222,0.3,0.17777777777777778,0.022222222222222223,0.21111111111111108,0.18888888888888886,0.09999999999999999
641658,"Hampson, Garrett",25,0.48,0.52,0.28,0.16,0.08,0.32,0.36,0.32,0.24,0.16,0.08,0.08000000000000002,0.19999999999999998,0.24
656976,"Smith, Pavin",89,0.48314606741573035,0.5168539325842696,0.23595505617977527,0.25842696629213485,0.02247191011235955,0.43820224719101125,0.29213483146067415,0.2696629213483146,0.23595505617977527,0.1797752808988764,0.06741573033707865,0.20224719101123598,0.11235955056179775,0.20224719101123595
545341,"Grichuk, Randal",59,0.4067796610169492,0.5932203389830508,0.22033898305084745,0.2711864406779661,0.1016949152542373,0.4576271186440678,0.3728813559322034,0.1694915254237288,0.1864406779661017,0.2033898305084746,0.01694915254237288,0.2711864406779661,0.1694915254237288,0.15254237288135591
571771,"Hernández, Enrique",79,0.4177215189873418,0.5822784810126582,0.27848101265822783,0.20253164556962025,0.10126582278481013,0.4936708860759494,0.3291139240506329,0.17721518987341772,0.22784810126582278,0.1518987341772152,0.0379746835443038,0.2658227848101266,0.1772151898734177,0.13924050632911392
624424,"Conforto, Michael",103,0.44660194174757284,0.5533980582524272,0.3106796116504854,0.21359223300970873,0.02912621359223301,0.33980582524271846,0.4174757281553398,0.24271844660194175,0.20388349514563106,0.20388349514563106,0.038834951456310676,0.1359223300970874,0.21359223300970873,0.2038834951456311
