"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Mejia, Juan","675848","32","11.5",34.4,"103.7","88.1","79.2","91.4","86.5","401","163","382","10",31.3,"1",3.1,2
"Houser, Adrian","605288","31","7.6",19.4,"110","91","81.7","95.1","91.2","331","109",,"15",48.4,"0",0,0
"Festa, Matt","670036","31","9.8",35.5,"104.2","87.4","76.8","90.6","84","362","153",,"11",35.5,"1",3.2,2.2
"Sewald, Paul","623149","31","31.6",45.2,"108.1","88","76.8","93","61.5","434","244","405","11",35.5,"6",19.4,12.5
"Taylor, Troy","700187","31","22",41.9,"106.6","89.1","79.2","92.2","82.1","411","201","403","10",32.3,"3",9.7,8.1
"Sulser, Cole","642121","30","10",33.3,"113.4","94.3","87.5","95.6","92.5","369","174","366","18",60,"1",3.3,2.5
"Mayza, Tim","641835","30","10.7",33.3,"106.7","88.9","80.2","95.1","83.4","403","165","403","11",36.7,"3",10,7.5
"Garabito, Gerson","642520","30","6.7",46.7,"110.2","86.5","74.7","88.7","83.6","436","153","436","10",33.3,"2",6.7,4.9
"Peralta, Luis","678821","30","20",43.3,"109.8","93","84.9","93.3","93.1","444","213","444","13",43.3,"2",6.7,4.5
"Funderburk, Kody","681892","30","8.5",36.7,"107","88.1","78.7","92.7","84.1","421","148","402","9",30,"3",10,7.9
"Estes, Joey","683155","30","24.4",50,"109.5","89.2","80.3","91.5","87.1","417","232","386","11",36.7,"5",16.7,11.9
"Guenther, Sean","674944","30","16.2",36.7,"111.4","90.1","78.3","96.9","83.2","362","164",,"13",43.3,"2",6.7,4.7
"Sanoja, Javier","691594","30","21.9",43.3,"108.9","86.4","74","90.4","78.1","387","209","379","10",33.3,"2",6.7,6.3
"Ginkel, Kevin","656464","29","9.9",34.5,"112.9","89.5","78","96","82.8","426","190","413","13",44.8,"3",10.3,5.8
"Schultz, Paxton","687606","29","14.1",27.6,"107.4","91.5","84.4","95.1","89.4","412","147","343","10",34.5,"3",10.3,6.5
"Castillo, Luis F.","622379","29","15.7",34.5,"108.6","86.2","74.6","90.4","80.2","398","155",,"8",27.6,"1",3.4,2.4
"Clarke, Taylor","664199","29","14.6",27.6,"112.5","89.5","78.3","91.5","89.5","451","161","451","12",41.4,"3",10.3,8.1
"Cecconi, Slade","677944","29","12.9",37.9,"108.4","93","84.4","93.1","92.9","405","178","402","12",41.4,"5",17.2,11.1
"Mey, Luis","682825","29","9.1",34.5,"116.2","88.7","77.4","93.6","88.3","399","138","381","12",41.4,"3",10.3,6.1
"Burrows, Mike","681347","29","6",34.5,"109.1","83.6","69.4","90.5","77","393","166","377","9",31,"3",10.3,7.7
"Gilbert, Tyler","656457","29","20.4",37.9,"109.2","89.7","80.4","93.8","90.9","372","188","369","13",44.8,"4",13.8,7.7
"Nicolas, Kyle","693312","28","16.4",46.4,"105.5","88.6","79.1","92.7","81.9","406","198","403","8",28.6,"2",7.1,4.8
"Barnes, Jacob","606930","28","15.8",35.7,"109.8","88.5","76","97.1","77.4","430","179","430","10",35.7,"3",10.7,8.3
"Santos, Gregory","666619","28","6.3",21.4,"107.4","89.6","78.4","96.8","85.6","400","123",,"11",39.3,"2",7.1,5.6
"Martinez, Justin","679885","28","6",32.1,"103.5","81.4","68.3","88.7","76.4","397","112","397","7",25,"1",3.6,2
"Morgan, Eli","669212","28","10.6",32.1,"111","89.6","78.7","95.4","83","416","189","385","10",35.7,"4",14.3,11.4
"Wrobleski, Justin","680736","27","3.8",37,"111.2","88.7","76.8","96","84.9","413","138","402","14",51.9,"2",7.4,5.3
"Harrington, Thomas","802419","27","9.8",22.2,"111.7","90.7","79.4","92.6","89.8","403","169","390","12",44.4,"2",7.4,5.1
"Darrell-Hicks, Michael","690382","27","16",51.9,"110.9","91.3","82.2","92.2","89","413","205","413","15",55.6,"5",18.5,13.2
"Contreras, Luis","664351","27","28.9",48.1,"109.4","90.2","81.8","92.7","93.9","379","224","365","10",37,"2",7.4,4.7
"Pomeranz, Drew","519141","27","25.7",37,"108.5","90.8","81.7","95.8","85.6","401","204",,"12",44.4,"5",18.5,10.6
"Hudson, Bryan","663542","27","14.6",22.2,"110.3","89.7","78.8","92.8","91.4","376","134",,"11",40.7,"0",0,0
"Peguero, Elvis","665625","26","8.1",34.6,"108.5","89.4","80.2","92.3","86.5","418","156","418","7",26.9,"2",7.7,5.6
"Long, Sam","669674","26","14.6",23.1,"107.7","91.6","83.8","92.6","91.5","417","143","411","10",38.5,"3",11.5,8.1
"Criswell, Cooper","681867","26","8",30.8,"110.3","87.2","76","85.6","91.5","430","138","430","10",38.5,"1",3.8,3.7
"Roberts, Ethan","681799","26","13.4",38.5,"111.9","84","70.1","93.1","73.4","416","178","393","7",26.9,"4",15.4,11.4
"Maeda, Kenta","628317","25","12.2",36,"109.3","91.2","83.7","91.8","92","397","170","397","9",36,"2",8,4.7
"Stewart, Brock","592779","25","32",36,"109","87","75.5","91.4","83.3","398","172","377","8",32,"2",8,4.1
"Alexander, Jason","669920","25","15.1",32,"113.4","95.3","85","95.5","96.6","418","196","405","16",64,"5",20,14.3
"Young, Brandon","687064","25","13.4",32,"107.2","88.5","78.5","92.9","86.8","429","150","429","11",44,"2",8,4.8
"Arrighetti, Spencer","681293","25","20.7",28,"104.9","90.9","82.6","92.9","88.5","398","199","389","12",48,"2",8,5.1
"Minter, A.J.","621345","25","6.7",36,"109.6","89.7","78.8","96.4","85.8","368","148",,"11",44,"3",12,7
"Harrison, Kyle","690986","24","15.3",45.8,"110.9","95.2","87.1","99.6","90.1","399","190","395","14",58.3,"2",8.3,5.3
"Rolison, Ryan","669020","24","10.8",37.5,"108.6","86.7","72.3","90.8","80.4","430","161","430","10",41.7,"1",4.2,3.2
"Poche, Colin","621363","24","25.4",41.7,"110.2","90.2","80.8","95.1","91.1","410","226","410","13",54.2,"3",12.5,6.5
"McDermott, Chayce","694646","23","18.9",34.8,"109.7","90.1","77.4","93.2","82","412","202","403","9",39.1,"4",17.4,10.3
"Matzek, Tyler","554431","23","19.1",52.2,"112.5","95.1","86.8","97.7","93.2","379","224",,"12",52.2,"4",17.4,11.4
"Díaz, Alexis","664747","23","23.7",56.5,"110.4","89.1","77.8","95","77.2","396","238","385","9",39.1,"6",26.1,18.2
"Ribalta, Orlando","687377","23","17.2",30.4,"109.5","80.7","65.2","94.1","75.2","395","161","393","7",30.4,"3",13,9.1
"Thomas, Connor","671162","23","13.7",52.2,"109.5","93.2","81.9","96.7","90.3","442","184","421","13",56.5,"3",13,9.7
"Cortes, Nestor","641482","23","20.2",30.4,"115","92.1","81.2","97.4","81.2","468","226","411","11",47.8,"4",17.4,10.5
"Treinen, Blake","595014","22","17.3",40.9,"107.4","85","72","86.2","91.9","412","189","412","7",31.8,"1",4.5,2.8
"Gillaspie, Logan","670810","22","6.2",50,"110.7","92.1","83.4","95.3","88.9","407","166","407","10",45.5,"1",4.5,3.2
"Brzykcy, Zach","694350","22","21.3",50,"106.9","90.3","80.3","90.9","91.4","390","206","372","9",40.9,"1",4.5,3
"Brogdon, Connor","641401","22","15.7",40.9,"110.8","92.5","83.4","97.8","88.6","386","185","385","12",54.5,"4",18.2,12.5
"López, Reynaldo","625643","22","5.7",45.5,"112.2","90.6","79.5","95.4","83.7","410","159","410","11",50,"1",4.5,4
"Cabrera, Génesis","650893","22","21.9",18.2,"108.7","93","82.8","93.5","90.9","378","180","356","12",54.5,"3",13.6,9.4
"Lawrence, Justin","664875","21","9.6",33.3,"106.5","86","76.5","91.7","82.5","391","132",,"5",23.8,"4",19,9.1
"Fermin, José","820862","21","21",47.6,"108.1","90.6","80.8","95.9","80.9","423","212","408","11",52.4,"3",14.3,7.7
"Vodnik, Victor","680767","21","10.6",42.9,"108.9","95.2","86.6","98.8","90.5","434","192","393","13",61.9,"3",14.3,8.6
"Sandlin, Nick","680704","21","15.2",28.6,"107.7","86.2","72.3","86.3","92.3","370","114",,"9",42.9,"0",0,0
"Petty, Chase","695534","21","18.1",57.1,"113.1","91.6","80.1","94.8","85.6","421","195","396","10",47.6,"3",14.3,8.3
"Clevinger, Mike","605182","20","8.1",25,"114.5","91","80.9","92","90.1","347","156",,"9",45,"2",10,6.5
"Young, Danny","664849","20","-2.8",30,"108.7","86.9","77","91.7","84.1","332","87",,"6",30,"0",0,0
"Dubin, Shawn","681869","20","16.6",15,"102.7","84.8","74.1","85.2","89","314","132",,"6",30,"0",0,0
"Puk, A.J.","640462","20","19.3",40,"107.8","86.7","77.2","91.9","80","403","187","370","5",25,"1",5,2.9
"Chafin, Andrew","605177","20","6.7",25,"109.4","87","75.1","87.8","87.3","281","103",,"7",35,"0",0,0
"McKenzie, Triston","663474","19","20.7",52.6,"110.8","93.4","84.4","95.5","92.6","397","228","396","9",47.4,"4",21.1,13.3
"Kershaw, Clayton","477132","19","14.1",47.4,"107.7","89.7","80.5","95.2","81","412","183","412","9",47.4,"1",5.3,3.8
"Hollowell, Gavin","668970","19","15.5",42.1,"107.2","87","78.8","88.3","86.7","396","183","381","5",26.3,"2",10.5,7.7
"Jarvis, Bryce","686826","19","5.3",26.3,"117.4","93.4","85.2","100.6","86.9","401","173","401","9",47.4,"2",10.5,6.3
"Suarez, José","660761","18","6.8",16.7,"107.6","91.3","81.9","94.9","90.5","421","158","421","10",55.6,"3",16.7,10
"Feyereisen, J.P.","656420","18","17.2",44.4,"108.5","87.7","77.5","89.7","84.4","415","188","405","6",33.3,"3",16.7,13
"Svanson, Matt","694335","18","2.9",27.8,"107.2","92.6","84.8","96","89.8","366","135",,"7",38.9,"2",11.1,6.9
"Rojas, Miguel","500743","18","14.5",55.6,"105.6","89.6","80.7","93.3","80","402","210","392","6",33.3,"4",22.2,21.1
"Dana, Caden","702674","18","18.4",33.3,"108.1","92.1","84.9","89","96","408","176","385","7",38.9,"1",5.6,3.4
"Miller, Bobby","676272","18","9.3",55.6,"107","91","80.2","96.4","77.1","418","211","394","8",44.4,"3",16.7,10.7
"Joyce, Ben","690829","18","9.5",38.9,"106.9","90.8","81.8","94.6","85.3","398","183","375","6",33.3,"2",11.1,9.5
"Bowlan, Jonathan","680742","18","15.4",22.2,"111.1","90.1","78.4","96.6","87.7","436","156","409","7",38.9,"3",16.7,12
"Neris, Héctor","593576","17","20.7",35.3,"112","95.7","88.2","95.9","98.7","408","210","407","8",47.1,"3",17.6,8.8
"Castro, Miguel","612434","17","14.2",23.5,"107","89.4","81.8","93.5","88.3","383","177","383","6",35.3,"1",5.9,4
"Graveman, Kendall","608665","17","17.2",70.6,"111.5","93.2","84.8","92.7","95.8","407","223",,"9",52.9,"4",23.5,18.2
"Matthews, Zebby","805673","17","22.3",47.1,"108.3","91","82","92.8","94.3","392","177",,"7",41.2,"1",5.9,2.9
"Yoho, Craig","684974","17","4.2",23.5,"112.7","89.7","79.2","94.7","85.4","367","149","367","6",35.3,"1",5.9,3.6
"Rainey, Tanner","663432","17","11.1",41.2,"111.2","89.3","75.4","93","85.6","298","140",,"6",35.3,"1",5.9,3.7
"Loáisiga, Jonathan","642528","17","-1.1",35.3,"108.4","84.3","71.2","87.7","82.2","351","123",,"4",23.5,"0",0,0
"Tidwell, Blade","694918","17","28.2",35.3,"106.5","84.9","74.1","85.8","80.1","387","155","387","4",23.5,"1",5.9,4.3
"Bauers, Jake","641343","16","30.2",18.8,"108.9","85.7","73.4","95.4","85.8","355","165",,"5",31.3,"2",12.5,10.5
"McCaughan, Darren","670766","16","27.2",37.5,"112.8","87.1","74","87.4","91","376","211",,"7",43.8,"1",6.3,4.3
"Saucedo, Tayler","642048","16","13.5",56.3,"108.7","88.2","75.4","89.6","85.8","430","185","430","8",50,"2",12.5,9.1
"Tate, Dillon","622253","16","15.7",37.5,"106","84.4","71.8","95.1","72.3","394","172","393","5",31.3,"2",12.5,6.7
"Junk, Janson","676083","16","4.9",37.5,"108","91.7","81","96.6","86.1","377","159",,"9",56.3,"2",12.5,9.5
"Rogers, Trevor","669432","16","14.6",18.8,"108.5","92.3","82.3","87.5","98.4","367","167",,"9",56.3,"1",6.3,4.5
"Dobnak, Randy","677976","16","11.8",31.3,"112.7","94.4","84.4","98","92","409","167","409","9",56.3,"1",6.3,5.3
"Otañez, Michel","671305","16","20.4",31.3,"110.1","93.8","84.8","89.8","99","417","191","395","8",50,"3",18.8,10.7
"Hahn, Jesse","534910","16","-4.9",31.3,"108.3","94.5","86.3","103","91.4","372","89","372","9",56.3,"1",6.3,4
"Kelly, Kevin","687330","15","13.2",53.3,"108.1","95.2","87.6","95.9","93.7","405","215","405","10",66.7,"4",26.7,21.1
"Pereda, Jhonny","640902","15","20.4",40,"105.7","90.3","80.6","90.6","92.7","417","199","417","7",46.7,"1",6.7,5
"Monteverde, Patrick","687287","15","22.8",33.3,"108.4","88.6","80.6","88.6","91.5","338","189",,"4",26.7,"1",6.7,5
"Guerrero, Luis","692285","14","14.1",50,"106.7","92.7","83.8","96.2","89.5","373","159",,"8",57.1,"2",14.3,9.5
"McGough, Scott","543518","14","27.6",35.7,"107.2","94.9","88.8","97.4","96","397","249",,"8",57.1,"3",21.4,15
"Walker, Josh","677020","14","18.7",42.9,"112.2","90.7","75","99.4","88.4","354","154",,"8",57.1,"3",21.4,12
"Winn, Cole","668390","14","-0.3",14.3,"111.1","86.7","71.4","105.1","83","347","93",,"7",50,"0",0,0
"Maldonado, Anthony","687424","14","21.9",42.9,"104.5","91.6","84.6","92.4","88.9","381","241","381","7",50,"2",14.3,8.7
"Brash, Matt","666374","14","-5.2",14.3,"103.1","86","78.4","90.8","85.2","348","73",,"3",21.4,"0",0,0
"Kent, Zak","687849","14","15.5",50,"103.1","88.2","79.9","90.5","82.8","350","177",,"4",28.6,"0",0,0
"Phillips, Evan","623465","14","10.1",21.4,"98.7","84.6","75.1","92.4","84","292","99",,"4",28.6,"0",0,0
"Eder, Jake","671109","13","35.7",15.4,"108","93.8","86.7","97","100.3","409","188","409","7",53.8,"1",7.7,4.8
"Abel, Mick","690953","13","17.5",38.5,"104.5","92.1","86.1","92.8","90.9","366","201",,"7",53.8,"0",0,0
"Poteet, Cody","547001","13","16.6",38.5,"107.1","89.6","81.1","93.9","82.9","386","212",,"4",30.8,"1",7.7,6.3
"McGreevy, Michael","700241","13","9.4",23.1,"107","87.6","76","98.6","78.3","348","154",,"5",38.5,"1",7.7,5
"Muñoz, Roddery","682610","13","9.4",53.8,"105.3","92.8","83.7","96.7","79.7","407","209","407","8",61.5,"2",15.4,9.5
"Whitley, Forrest","666215","13","11.6",53.8,"108.3","91.3","82.1","91.2","91.5","435","191","435","6",46.2,"1",7.7,4.8
"Blubaugh, AJ","805123","12","23.2",33.3,"109.6","97.4","92.4","96.4","100.2","406","242","378","9",75,"2",16.7,10.5
"Walter, Brandon","687888","12","15",16.7,"104.5","88.1","78.6","90.5","87.6","335","143",,"5",41.7,"0",0,0
"Rodriguez, Carlos","692230","12","12.2",41.7,"109.7","87.9","74.1","98.9","76.8","389","177",,"5",41.7,"2",16.7,11.1
"Zastryzny, Rob","642239","12","17.3",41.7,"99.4","88.9","83.4","89.8","90.1","350","144",,"3",25,"0",0,0
"Kirby, George","669923","12","11.6",41.7,"102.3","89.8","81.1","88.9","90.7","355","159",,"6",50,"0",0,0
"Church, Marc","687847","12","16.2",41.7,"111","93.4","83.1","99.9","88.4","377","194",,"6",50,"4",33.3,17.4
"Curry, Xzavion","675540","12","17.8",16.7,"101.1","86","77.1","86.7","89.9","363","156",,"4",33.3,"1",8.3,6.3
"Waddell, Brandon","663399","12","10.7",33.3,"107.6","89.2","79.2","91.2","87.1","379","174",,"5",41.7,"1",8.3,6.3
"Beck, Tristan","663941","12","9.7",25,"98.9","87","79.1","94.6","83.6","276","121",,"4",33.3,"0",0,0
"Fisher, Braydon","680755","12","9.8",41.7,"107.2","87.1","74.7","93.1","84","293","166",,"6",50,"0",0,0
"Cosgrove, Tom","676680","12","2.6",16.7,"106.2","81.7","72","86","80.3","278","92",,"1",8.3,"0",0,0
"Bergert, Ryan","686701","11","23.8",27.3,"99.9","89.1","82.1","94.2","78.8","377","216",,"4",36.4,"1",9.1,7.1
"Seabold, Connor","657756","11","22",27.3,"108.3","87.3","79.2","90.9","78.5","373","180",,"2",18.2,"1",9.1,7.7
"Nikhazy, Doug","680951","11","24.2",63.6,"109.7","97.4","91.3","99.9","96.1","385","240",,"7",63.6,"2",18.2,10
"Krook, Matt","640454","11","21.6",36.4,"104.2","91.3","82.5","92.2","88.9","385","184",,"4",36.4,"1",9.1,6.7
"Stratton, Hunter","676702","11","11.9",54.5,"107.5","94.4","85.4","96.6","90.5","396","220","396","7",63.6,"2",18.2,16.7
"Díaz, Yilber","700270","11","16.2",36.4,"110.9","98.1","91.3","99.7","96","384","199",,"7",63.6,"1",9.1,6.7
"Brasier, Ryan","518489","11","14.6",45.5,"109.7","89.9","76.6","96.6","78.5","353","171",,"5",45.5,"0",0,0
"Rivera, Emmanuel","656896","11","18.7",72.7,"108.4","94.6","87","95","92.9","404","243","404","5",45.5,"3",27.3,23.1
"Edwards Jr., Carl","605218","10","11.5",40,"111.1","88","76.5","99.3","76.7","409","181","409","3",30,"1",10,7.7
"Lazar, Max","676661","10","16.3",40,"107.6","90.4","79","96.6","73.9","356","202",,"5",50,"1",10,7.7
"Harvey, Hunter","640451","10","0.4",20,"104.5","94.4","88.3","92.9","95.3","337","147",,"5",50,"0",0,0
"Barnhart, Tucker","571466","10","6.6",40,"100.7","90.4","81.9","93.8","88.2","347","145",,"5",50,"2",20,18.2
"Jameson, Drey","686753","10","6",50,"112","89.7","78.4","96.7","79.4","400","186",,"4",40,"0",0,0
"Chavez, Jesse","445926","10","24.2",50,"108.8","91.5","82.2","94.9","84.9","412","236","412","4",40,"2",20,12.5
"Wicks, Jordan","696136","10","5.6",40,"105.2","88.9","78.9","93.4","90.4","246","103",,"4",40,"0",0,0
"Sisk, Evan","681895","10","7.2",40,"106.7","91.5","80.9","94.7","86.8","403","200",,"5",50,"1",10,3.8
"Headrick, Brent","687396","10","14.8",20,"102.2","87","76.8","91.8","78.6","353","142",,"3",30,"1",10,4.5
"Ashcraft, Braxton","677952","10","-13.1",30,"101.3","84.8","74","95.8","77.4","345","127",,"2",20,"0",0,0
"Perdomo, Angel","622780","10","7.9",20,"106.5","83","68.8","87.4","80","386","153",,"3",30,"1",10,6.3
"Scherzer, Max","453286","10","28.1",40,"110.6","95.6","88","98.8","91.4","434","247","426","5",50,"2",20,18.2
"Cruz, Omar","678316","10","22",40,"109.7","98.7","91.5","95.7","105.6","335","220",,"7",70,"0",0,0
"Strickland, Hunter","519326","10","25.5",30,"110.6","88.3","75.7","95.7","79.7","354","194",,"5",50,"0",0,0
"Enright, Nic","663671","9","27.5",33.3,"106.1","93","85.1","91.1","100.6","403","235","403","6",66.7,"2",22.2,14.3
"Freeman, Caleb","673965","9","26.9",33.3,"104.1","90.6","78.8","93.2","104","366","209","366","4",44.4,"2",22.2,16.7
"Núñez, Dedniel","673380","9","36.5",11.1,"110.2","87","75.2","97.6","89.5","371","206",,"3",33.3,"0",0,0
"Herget, Kevin","643361","9","20.3",33.3,"100","92.8","88.3","91.3","95.6","362","222",,"4",44.4,"0",0,0
"Fulmer, Michael","605242","9","27.2",44.4,"106.8","91.9","84.1","97.3","85.3","392","215","392","3",33.3,"2",22.2,15.4
"Suárez, Albert","544150","9","10.3",44.4,"106.2","90.1","81","93.1","87.6","332","174",,"5",55.6,"0",0,0
"Dunning, Dane","641540","9","4.7",44.4,"101.3","74.2","61.2","86","59.4","390","147","390","2",22.2,"1",11.1,7.1
"Selby, Colin","681882","9","2.5",44.4,"106.1","86.6","76","92.9","78.8","399","181","399","3",33.3,"2",22.2,13.3
"Wynne, Randy","691094","9","20.8",11.1,"108.1","93.9","85.2","98.5","89.5","404","208","404","4",44.4,"2",22.2,15.4
"Hagenman, Justin","663795","9","12",33.3,"105.3","92.8","86.6","98.6","86.3","328","164",,"6",66.7,"0",0,0
"Bolton, Cody","675989","9","12.7",33.3,"107.2","91.3","81","94.9","91.9","353","178",,"4",44.4,"1",11.1,10
"Burdi, Nick","595897","8","-9.1",37.5,"107.6","92.8","80.6","92.9","92.8","247","117",,"4",50,"0",0,0
"Mederos, Victor","682989","8","-2.9",37.5,"104.1","93.6","86.2","95.2","92.6","349","125",,"5",62.5,"0",0,0
"Rosario, Amed","642708","8","10.4",37.5,"105.4","94.8","87.5","93.3","96.4","403","151","403","5",62.5,"1",12.5,10
"Moll, Sam","594580","8","16.1",50,"105.5","92","86.3","95.4","83.6","360","192","360","3",37.5,"0",0,0
"Alvarado, Elvis","665660","8","34.4",37.5,"106","91.6","83.6","93.2","99.8","387","228","387","3",37.5,"2",25,12.5
"O'Brien, Riley","676617","8","14.2",25,"104.1","85","73.6","87.6","79.2","384","129","384","2",25,"1",12.5,7.7
"Ellard, Fraser","686642","8","19.8",12.5,"103.1","96.2","91.8","99.9","93.1","353","161",,"6",75,"0",0,0
"Mateo, Jorge","622761","8","18.7",62.5,"106.9","92.6","85.5","92.1","96.2","366","222","366","3",37.5,"1",12.5,9.1
"Stock, Robert","476594","8","17.1",12.5,"113.2","91.5","79.7","91.3","94.3","292","124",,"3",37.5,"0",0,0
"Boyle, Joe","671212","8","27.5",25,"112.2","90.6","79.4","95.3","92.3","373","199",,"3",37.5,"1",12.5,5.6
"Kittredge, Andrew","552640","8","2.6",25,"105.1","87.6","74.7","88.1","87.3","314","127",,"4",50,"0",0,0
"Thompson, Zach","605507","8","18.1",0,"101.3","79.4","66.7","78","77.7","251","132",,"1",12.5,"0",0,0
"Wilson, Will","669717","8","19.6",50,"105.7","97.7","91.2","99.6","84.7","412","249","412","5",62.5,"3",37.5,37.5
"Davis, Noah","663562","7","5.9",28.6,"102.9","95.2","90","98.2","92.9","367","154","367","4",57.1,"1",14.3,7.7
"Hall, DL","669084","7","11.1",42.9,"100.9","89.6","82.1","87","93.1","265","148",,"3",42.9,"0",0,0
"Henry, Tommy","674072","7","-10.5",28.6,"114.6","85.5","70.3","93","81.8","199","59",,"2",28.6,"1",14.3,11.1
"Toro, Abraham","647351","7","19.7",42.9,"102.6","91.3","85","95.1","90.4","287","165",,"2",28.6,"0",0,0
"Stallings, Jacob","607732","7","11.5",28.6,"104","87","77.4","85.9","88.6","388","185",,"3",42.9,"1",14.3,12.5
"Toussaint, Touki","657053","7","4.9",42.9,"107.3","89.6","81.8","91.4","87.2","319","155",,"2",28.6,"1",14.3,9.1
"Ashby, Aaron","676879","7","-2.2",14.3,"103.5","77.3","65.6","67.9","78.9","230","60",,"2",28.6,"0",0,0
"Devenski, Chris","606965","6","24.6",50,"108.5","83.6","67.2","97.2","56.3","356","210",,"2",33.3,"1",16.7,11.1
"Wiles, Nathan","686249","6","14.6",66.7,"110.9","97.9","90.5","97.8","98.1","320","223",,"3",50,"0",0,0
"Owens, Tyler","687074","6","11.5",50,"105.2","90.5","83.2","92.1","87.4","330","183",,"2",33.3,"0",0,0
"Hill, Jaden","677955","6","17.8",33.3,"101.3","89.8","82.9","96.8","61.5","366","219",,"2",33.3,"0",0,0
"Mattson, Isaac","676755","6","39.9",33.3,"110.7","87.4","70.1","102","110.2","415","220","415","2",33.3,"1",16.7,9.1
"Wolfram, Grant","664991","6","21.6",50,"101.2","90.2","81.4","93.6","76.8","368","216",,"3",50,"1",16.7,11.1
"Mena, Cristian","691441","6","21.3",16.7,"104.4","86.1","72.6","85.4","75.7","316","121",,"4",66.7,"0",0,0
"Zulueta, Yosver","691172","6","15.4",33.3,"107.1","100","95.3","100.9","96.3","384","206",,"4",66.7,"2",33.3,25
"Sánchez, Gary","596142","5","22.8",60,"107","93.9","85.4","90.8","106.4","403","257","403","3",60,"1",20,14.3
"Kriske, Brooks","621139","5","24.8",40,"104","83.5","73.3","90.8","54.3","379","214",,"1",20,"1",20,12.5
"Lao, Sauryn","666659","5","11.2",20,"98.8","84.5","76.8","96.2","76.8","367","158",,"1",20,"1",20,12.5
"Wade, Tyler","642180","5","8.2",20,"101.8","92.1","85.8","96.9","94.9","190","100",,"3",60,"0",0,0
"Hernández, Enrique","571771","5","-8.3",0,"86","67.1","58.1",,"65.1","114","39",,"0",0,"0",0,0
"Petersen, Michael","656848","5","-3.2",0,"96.2","87.1","81.5",,"86.9","155","38",,"1",20,"0",0,0
"Loutos, Ryan","702795","5","1.2",60,"103.9","90.9","83.2","98.6","79.2","313","154",,"3",60,"0",0,0
"Rivas, Leo","660844","5","11.5",40,"103.5","93.8","89.6","94.1","93.4","347","179",,"3",60,"0",0,0
"Nido, Tomás","621512","5","22.5",0,"94.9","87.2","82","93.7","84.1","351","161",,"0",0,"0",0,0
"Strowd, Kade","669704","4","20.2",50,"105.7","97.8","92.7","95.1","105.7","336","252",,"2",50,"0",0,0
"Hiraldo, Yaramil","682274","4","33.1",50,"95.3","80.7","67.7","88","59","295","229",,"1",25,"0",0,0
"Hedges, Austin","595978","4","7.2",75,"102.3","98.9","96.2","101","92.8","338","218",,"3",75,"0",0,0
"Koss, Christian","683766","4","19.4",25,"92","88.6","85.8","88.4","88.8","349","201",,"0",0,"0",0,0
"Díaz, Jhonathan","646242","4","29.9",25,"110.8","84.5","69.5","81.5","110.8","193","144",,"1",25,"0",0,0
"Lovelady, Richard","663992","4","30.2",50,"106.4","85.3","72.7","93","62.4","336","252",,"1",25,"1",25,8.3
"Castro, Willi","650489","4","34",25,"99","87.4","76.2","94.9",,"354","228",,"2",50,"0",0,0
"Stefanic, Michael","683021","3","49.3",33.3,"95","88.8","85.8","92.1",,"351","236",,"1",33.3,"0",0,0
"Amaya, Jacob","676070","3","37.7",33.3,"87.5","80.5","77","82.1",,"296","262",,"0",0,"0",0,0
"Trejo, Alan","676701","3","-5.3",0,"105.4","101.8","100",,"101.8","73","35",,"3",100,"0",0,0
"Horn, Bailey","690544","3","16.9",33.3,"108.7","97.2","91.4","91.4","108.7","329","200",,"2",66.7,"0",0,0
"Duran, Ezequiel","677649","3","9.3",0,"87.7","78.9","74.6","68.1","84.4","232","115",,"0",0,"0",0,0
"Morgan, David","688158","2","35",0,"100.7","97.3","94","100.7",,"149","143",,"1",50,"0",0,0
"Adcock, Ty","686654","2","32.2",0,"97.1","87.7","78.4",,"97.1","149","119",,"1",50,"0",0,0
"McGee, Easton","668834","2","14",50,"96.4","92","87.6","87.6","96.4","309","165",,"1",50,"0",0,0
"Molina, Anthony","683627","2","26.1",0,"98.3","90.6","82.9","82.9","98.3","218","130",,"1",50,"0",0,0
"Warren, Austin","681810","2","12.7",50,"94.9","92.5","90.1","94.9","90.1","332","179",,"0",0,"0",0,0
"Daniel, Davis","669721","2","23.5",0,"90.1","85.9","81.8","81.8","90.1","281","201",,"0",0,"0",0,0
"Little, Luke","681432","2","73",0,"77.3","77.3","77.3",,,"97","50",,"0",0,"0",0,0
"Duran, Carlos","679922","2","51.1",50,"86","77.3","68.6","86",,"262","145",,"0",0,"0",0,0
"Ottavino, Adam","493603","2","47.8",0,"74.8","72.8","70.8","70.8",,"217","203",,"0",0,"0",0,0
"Robert, Daniel","642016","1","9.8",100,"85","85","85",,"85","136","136",,"0",0,"0",0,0
"Lopez, Nicky","670032","1","38.4",0,"89.4","89.4","89.4","89.4",,"287","287",,"0",0,"0",0,0
